sub_category,title,text,table_markdown,images
전기온수기,설치 및 사용시 주의사항은 무엇인가요,"설치 및 사용 전 주의사항을 확인해 주세요. ▣다음 내용을 확인해 주세요▣ ▶설치시 주의사항을 확인해 주세요. •누전에 의한 감전사고나 고장이 발생할 수 있으므로 반드시 눈, 빗물, 동파 등의 영향을 받지 않는 실내에 설치해 주세요. •전원코드선을 AC220V 벽면 콘센트에 단독으로 연결하여 사용해 주세요. •콘센트에 여러 제품을 연결하여 사용시 전력 과부하로 인해 누전차단기가 내려가거나 작동 중 전원이 꺼질 수 있으므로 제품을 단독으로 연결하여 사용해 주세요. •습도가 85%이하로 낮으며 배수가 원할한 장소에 설치해 주세요. •필요시 제품 A/S가 가능하도록 제품의 상하좌우 최소 500mm이상 확보된 공간에 설치해 주세요. •온수탱크안의 압력이 완화될 수 있도록 안전밸브를 반드시 설치해 주세요. ▶사용시 주의사항을 확인해 주세요. •과열 등으로 제품이 고장날 수 있으므로 반드시 물을 완전히 채운 후 전원을 공급해 주세요. •급수용 밸브는 항시 열린 상태로 사용해 주시고, 장기간 미사용시에만 급수밸브를 잠가 주세요. •드레인 호스를 반드시 연결하여 사용해 주세요. •온수 전용으로 사용하고 절대 음용수로 사용하지 마세요. •안전을 위해 젖은 손으로 제품 또는 전원코드선을 만지지 마세요. •온수배관부분은 높은 온도로 화상이 발생할 수 있으므로 신체가 닿지 않도록 주의해 주세요. •온수기 설치 및 교체, 폐기는 안전사고가 발생할 수 있으니 전문가를 통한 진행을 권장합니다.",,없음
냉장고,냉장고에서 여러가지 소리가 나요,"▶냉장고 동작시 나타나는 소리를 확인해 주세요. • 우웅~, 위잉~ 소리는 압축기가 작동할 때 발생하는 정상 소음입니다. • 부글부글, 꾸륵, 슈욱 소리는 냉매가 액체와 기체로 변환되는 과정에서 발생하는 정상 소음입니다. • 물 흐르는 소리는 내부의 성애가 녹아 흐를때 발생하는 정상 소음입니다. • 덜컹, 뚝딱, 딱딱, 드륵 소리는 내부 온도변화에 부품이 수축, 팽창하며 발생하는 정상 소음입니다. ▶정수기 동작시 나타나는 정상 소리가 아닌 다른 소리가 지속적으로 발생하나요? • 냉장고에서 소음이 크게 나는 경우 냉장고가 설치된 바닥이 평평한지, 냉장고 위에 올려둔 물건은 없는지 확인해 주세요. • RFGB2491, RFGTB241 모델의 경우 냉장고 뒷면 물받이가 단단히 고정되어있는지 확인해 주세요. ☞확인 후에도 동일 증상이라면 전문가의 점검이 필요합니다. 서비스 접수는 [방문예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
상업용 스팀오븐레인지,온도와 시간 설정 방법이 궁금해요 (CONF303S),"일반 가정용 제품과 다르게 상업용 제품은 수동 요리시 온도와 시간 설정이 제한적입니다. ▶오븐 기능 사용시 온도, 시간 설정 방법 • 온도는 140~200℃ 까지 설정 가능합니다. • 시간은 최대 1시간까지 설정 가능합니다. ▶구이 기능 사용시 온도, 시간 설정 방법 • 그릴 히터를 이용하므로 온도 설정이 불가합니다. • 시간은 최대 30분까지 설정 가능합니다. ▶레인지 기능 사용시 온도, 시간 설정 방법 • 고주파 출력을 이용하므로 온도 설정이 불가합니다. • 시간은 최대 3분까지 설정 가능합니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
상업용 튀김기,설치시 주의사항은 무엇인가요,"▶가스 튀김기를 설치하는 경우 확인해 주세요. • 환기가 잘되는 곳에 설치해 주세요. • 반드시 배기후드로 배출할 수 있도록 배기 장치를 이용해 주세요. • 가스 시공은 가스안전공사에 의뢰하여 설치해 주세요. • 중간밸브는 업소용으로 설치해 주세요. • 배기가스가 나오는 부분 및 벽체는 단열재로 설치해 주세요. • 전원코드는 AC 220V/60Hz 로 연결해 주세요. ▶전기 튀김기를 설치하는 경우 확인해 주세요. • 튀김기의 전원은 별도의 차단기를 통해서 연결해 주세요. • 차단기의 규격은 정격 250V/30A 2개, 전원선의 규격은 5.5㎟ 이상 KS 규격품을 사용해 주세요. • 기기 배선 시 플러그와 콘센트는 사용하지 말아주세요. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
히터,"[E1] 표시가 떠요 (CRHD1024E, CRHD1326E, CRHD1641E, CRHD2061E)","표시창에 E1 이 뜨는 경우 증상을 확인해 주세요. ▣다음 내용을 확인해 주세요▣ ▶CRHD1024E , CRHD1326E, CRHD1641E, CRHD2061E 모델에서 E1 표시가 뜨고 작동이 안되나요? •버너가 점화되지 않아 발생하는 표시입니다. •기름이 떨어졌다면 기름 보충 후 전원버튼을 2회 눌러 재운전시켜 확인해 주세요. •공기 배출을 위해 공기빼기 나사를 왼쪽으로 3바퀴 정도 돌린 뒤 전원스위치를 누르면 '띠'하는 소리가 발생하고 4초 후 공기빼기 나사를 잠근 후 전원버튼을 2회 눌러 재운전시켜 확인해 주세요. ☞확인 후에도 동일 증상이라면 전문가의 점검이 필요합니다. 서비스 접수는 [서비스센터 홈페이지-방문예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
선풍기,선풍기 날개가 돌아가지 않아요.,전원 상태와 제품의 상태를 확인하여 주세요. • 전원 코드선이 빠져있다면 다시 연결하여 사용해 주세요. • 전원 코드선이 연결되어 있어도 날개가 돌아가지 않는 경우 다른 콘센트에 연결하여 확인해 주세요. • 안전망이 변형되어 날개와 부딪히는 부분이 없는지 확인해 주세요. • 타이머의 다이얼이 ' 0 ' 의 위치에 설정되어있는지 확인해 주세요. 모델에 따라 내용에 차이가 있을 수 있습니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,없음
상업용 스팀오븐레인지,온도와 시간 설정이 안돼요,"▶일반 가정용 제품과 다르게 상업용 제품은 수동 요리시 온도가 자동 설정 되어있습니다. • 수동 요리시 온도가 200℃ 로 고정되어 있어 시간만 설정하여 사용이 가능합니다. • 화면 표시창에 온도 200℃ 와 시간 10분이 표시되며 [수동/Pro] 다이얼을 돌려 요리시간을 설정한 후 시작버튼을 누르면 예열이 시작되고 예열이 완료되면 표시창에 [예열완료] 표시와 3회 부저음이 발생합니다. ▶일부 상업용 제품은 수동 요리시에도 온도 설정이 가능합니다. • 적용모델 : CONF301, CONF303, CONFS501 ☞모델에 따라 내용에 차이가 있을 수 있습니다. 상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
이동식에어컨,"[E2]표시가 떠요, 물이 새요 (CPA072B, CPA102B, CPA122B)",해당 제품은 냉방 운전시 발생하는 응축수를 배수시킬 필요는 없으나 주변 습도등에 따라 응축수가 자연 증발되기 전 내부에 물이 고일 수 있습니다. ▶물이 새거나 [E2]표시가 발생하는 경우 확인해 주세요. • 배수 펌프 이상으로 발생하는 표시입니다. • 수동으로 배수를 진행해 주세요. ▶수동배수 방법을 확인해 주세요. ①제품의 전원을 꺼주세요. ②제품 뒷면 수동배수구의 고무마개를 제거 후 살짝 기울여 물을 빼고 사용해 주세요. ▶조치 후에도 지속적으로 물이 새거나 [E2]표시가 발생하는 경우 확인해 주세요. • 제품 이동시에는 물이 새어 나올 수 있습니다. ☞확인 후에도 동일 증상이라면 전문가의 점검이 필요합니다. 서비스 접수는 [방문예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,https://static.service.skmagic.com/editor/faq/ckimg/f1752fa365854288b7605431bef40a41.png
히터,"타는 냄새가 나고, '띠이익' 소리가 나요. (CRHC160, CRHC200)",제품에서 타는 냄새 또는 소리가 발생하는 경우 확인해 주세요. ▣다음 내용을 확인해 주세요▣ ▶점화 시 또는 점화 후 띠이이익 소리가 발생하나요? •점화시 열선에 전기가 전달될 때의 증상으로 열기가 적절히 발산된 후 사라집니다. 이 때 타는듯한 함께 발생될 수 있습니다. ▶제품 손질시 타는 냄새가 발생하나요? •히터 손질이 필요한 경우 반드시 전원 코드선을 뽑은 상태로 열기가 있다면 열기를 식히고 사용해 주세요.,,없음
이동식에어컨,"배출구에 발열이 심해요 (CPA072B, CPA102B, CPA122B)",제품 뒷면 배출구는 고온다습한 열을 외부로 배출시키는 곳으로 발열이 발생합니다. ▶배출구와 배출구 주변에 발열이 발생하는것은 정상입니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,https://static.service.skmagic.com/editor/faq/ckimg/ea349e710d644956b4fa06e34e22f679.png
써큘레이터,리모컨 작동이 안돼요,▶리모컨 상태를 확인해 주세요. • 본체의 버튼으로는 정상적으로 작동되나 리모컨으로 조작시 반응이 없는 경우 리모컨의 건전지를 새것으로 교체해 주세요. • 리모컨을 사용하는 경우 수신부가 있는 본체 가운데를 향하여 조작해 주세요. 권장거리는 3M이내 입니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,없음
세탁기,세제/유연제 사용 방법이 궁금해요,▶세제/유연제 사용 방법을 확인해 주세요. • 드럼세탁기에는 드럼세탁기용 세제를 사용하고 세탁 코스별 적정량의 세제를 사용해 주세요. • 천연가루세제는 녹지않고 남아있을 수 있으니 미지근한 물에 녹여서 사용해 주세요. • 섬유유연제를 투입할 때 MAX(기준선)이하 까지만 넣어 주세요. • 세제/유연제 투입구 위치를 확인해 주세요. ▶세제/유연제 사용시 주의사항을 확인해 주세요. • 급수가 진행되는 도중 세제 투입구를 열면 물이 넘쳐 누수될 수 있습니다. • 섬유유연제를 투입구에 장시간 방치하는 경우 유연제가 굳어 헹굼시 투입되지 않을 수 있습니다. ☞모델에 따라 내용에 차이가 있을 수 있습니다. 상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,https://static.service.skmagic.com/editor/faq/ckimg/38bac7bac7b04c7d811187ed433d44c7.png
냉장고,"상부 LED 램프가 켜지지 않아요 (RFGTB241, RFGB2491)","▶상부 LED 램프가 들어오지 않는 경우 제품 상태를 확인해 주세요. • 상부 LED 램프를 포함한 모든 램프가 꺼져있고 냉기가 없는 경우 전원 자체가 꺼져있을 수 있습니다. 설치된 장소의 누전차단기 및 전원 공급 상태를 확인해주세요. • 전원이 정상 공급되며, 냉기가 있으나 상부 LED 램프만 들어오지 않는 경우 서비스 접수가 필요합니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/3dbad2347bb1471e91652f44436a4c27.png
이동식에어컨,"찬바람이 약해요 (CPA072B, CPA102B, CPA122B)","▶찬바람이 약하게 느껴지는 경우 확인해 주세요. • 강풍으로 설정하여 사용해 주세요. • 제품 뒷면 필터에 먼지 등이 끼어 냉방 성능에 영향을 미칠 수 음으로, 2주 간격으로 1회 이상 꼭 청소를 진행해 주세요. • 자가 점검 후에도 기존 보다 찬바람이 약하게 느껴질 경우 서비스접수가 필요합니다. ☞상담 진행 [상담예약] , 서비스 접수 [A/S방문예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
이동식에어컨,"[E0]표시가 떠요, 찬바람이 느껴지지 않아요 (CPA072B, CPA102B, CPA122B)",▶찬바람이 느껴지지 않거나 [E0]표시가 발생하는 경우 확인해 주세요. • 실내 온도 센서 이상으로 발생하는 표시입니다. • 냉방모드로 설정하여 사용해 주세요. • 가동을 정지한 후 바로 재가동을 하면 콤프레셔 보호기능이 작동하여 약 3분정도의 시간이 소요될 수 있습니다. • 희망온도가 실내온도보다 높으면 냉방이 되지 않습니다. • 전원코드선을 분리한 뒤 30초 후 재연결하여 확인해 주세요. ☞확인 후에도 동일 증상이라면 전문가의 점검이 필요합니다. 서비스 접수는 [방문예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,없음
커피머신,램프가 깜빡거려요,"▶깜빡거리는 램프를 확인하여 조치해 주세요. • [아쿠아클린] 버튼의 램프가 점멸하는 경우 : 필터 교체 시기를 알리는 램프로 아쿠아 클린 필터를 교체해 주세요. • [스케일/세척] 버튼의 램프가 점멸하는 경우 : 석회질 제거를 진행해 주세요. • [물통] 램프가 점멸하는 경우 : 물이 부족한 상태이므로 물통에 물을 보충해 주세요. • [커피찌꺼기] 램프가 점멸하는 경우 : 찌꺼기가 가득찬 상태로 찌꺼기를 비워주세요. • [알림] 램프가 점멸하는 경우 : 부품의 위치가 장착되지 않았거나, 헐렁거리는 상태로 커피가루용기, 물받이, 추출기, 물통, 서비스 도어 등 부품이 올바르게 장착되었는지 확인해 주세요. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/04ea788123754e3ea7c5f9ffa1be9892.png
히터,"[E4] 표시가 떠요 (CRHD1024E, CRHD1326E, CRHD1641E, CRHD2061E)","표시창에 E4 가 뜨는 경우 증상을 확인해 주세요. ▣다음 내용을 확인해 주세요▣ ▶CRHD1024E , CRHD1326E, CRHD1641E, CRHD2061E 모델에서 E4 표시가 뜨고 작동이 안되나요? •과열방지센서에 이상이 감지되어 발생하는 표시입니다. •버너실 내부에 화염에 의한 손상 흔적이 보이는 경우 전문가의 점검이 필요합니다. •과열방지기 배선이 빠진 경우 과열방지선을 재연결한 후 전원스위치를 2회 눌러 재운전시켜 확인해 주세요. <제품측면이미지> ☞확인 후에도 동일 증상이라면 전문가의 점검이 필요합니다. 서비스 접수는 [서비스센터 홈페이지-방문예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/69c832d15eb34e18911e1edde91cf805.png
상업용 튀김기,표시창에 알림 문구가 떠요,"▶E02 표시는 과열로 인해 발생되는 에러입니다. • 온도가 210℃ 이상 초과될 경우 과열방지 센서가 차단됩니다. 과열방지센서 차단 여부를 확인해 주세요. ▶E07 표시는 가스 중간밸브가 닫혀 있을 때 발생되는 에러입니다. • 가스 부족 또는 가스밸브가 닫혀 있는지 확인해 주세요. ▶E-tc 표시는 적정량의 기름이 사용되지 않아, 그로인해 과열되어 발생되는 에러입니다. • 기름 용량을 확인한 뒤, 최소 표시선까지 기름을 채워 주세요. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
히터,"타이머 기능은 어떻게 사용하나요 (CRHR150T, CRHR300R, CRHR300H)","타이머 스위치의 주황색 핀이 시계모양을 향해 있는 상태에서 타이머 기능 사용이 가능합니다. ▣다음 내용을 확인해 주세요▣ ▶라디에이터(전기히터) C타이머 기능 사용 방법을 확인해 주세요. ①타이머 스위치를 표시 방향으로 두셔야 작동 가능합니다. ②스위치가 외곽에 위치할 때는 난방이 작동되며, 내곽에 위치할 때는 난방이 중지됩니다. •반시계 방향으로 돌릴 경우 고장의 원인이 될 수 있으므로 반드시 시계방향으로 돌려주세요. <타이머 스위치 이미지>",,https://static.service.skmagic.com/editor/faq/ckimg/307ec71638ce48bdb7558e567914c226.png|https://static.service.skmagic.com/editor/faq/ckimg/a8366f86da1949ecaa9fb7f0aecd47b9.png
상업용 스팀오븐레인지,버튼이 안눌려요,▶DR 표시가 뜨며 버튼이 눌리지않는 경우 확인해 주세요. • 도어가 열린 상태로 도어를 다시 한번 여닫아 닫힘 상태를 확인하여 사용해 주세요. • 도어와 본체 틈새에 이물끼임이 없으나 지속적인 증상 발생시 서비스 점검이 필요합니다. ▶111번 예열완료가 뜨고 우측 상단에 수동 표시가 뜨며 버튼이 눌리지않는 경우 확인해 주세요. • 수동 설정모드가 선택되어 버튼이 눌리지 않습니다. • [선택]버튼을 3초 이상 눌러 초기화면으로 이동하여 사용해 주세요. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,없음
써큘레이터,전원이 안꺼져요/전원을 꺼도 표시창이 점등돼요 (FANCS1200),▶전원 OFF 방법을 확인해 주세요. ①제품이 작동중인 상태에서 [전원]버튼을 누르면 작동이 멈추고 표시창에 현재 온도가 표시됩니다. ②전원코드선을 콘센트에서 분리하여 전원을 OFF시켜주세요. ▶전원 ON 방법을 확인해 주세요. ①전원이 꺼진 상태에서 전원코드선을 콘센트에 연결하면 전원이 켜집니다. ②표시창에 현재 온도가 표시되는 상태에서 [전원]버튼을 눌러 작동을 시작해 주세요. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,없음
